"Name","Dates associated with name","Type of name","Role","Other names","BL record ID","Type of resource","Content type","Material type","BNB number","Archival Resource Key","ISBN","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of creation/publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes","Provenance"
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","008720158","Monograph","Language material ; Text","Volume","GB9607631","","9780002555524","A user's guide to the millennium : essays and reviews","","","","England","London","HarperCollins","1996","","304 pages, 24 cm","824.914","96/07398 ; YK.1996.b.1967","English prose--Essays ; Civilization, Modern--20th century","","English","",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009014855","Monograph","Language material ; Text","Volume","GB6606467","","","The crystal world","","","","United Kingdom","","Cape","1966","","221 pages, 20 cm","823.91","","","","English","",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009049159","Monograph","Language material ; Text","Volume","GB98V0828","","9780099273585","Vermilion Sands","","","","England","London","Vintage","1999","","208 pages","823.914","","","","English","Originally published: London: Jonathan Cape, 1973",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009078374","Monograph","Language material ; Text","Volume","GB7821496","","9780586024195","The crystal world","","","","England","London","Triad","1978","","175 pages, 18 cm","823.91","","Fiction in English, 1900---Texts","","English","Originally published: London : Cape, 1966",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009078399","Monograph","Language material ; Text","Volume","GB7723710","","9780586044568","High-rise","","","","England","St Albans","Triad","1977","","173 pages, 18 cm","823.91","","Fiction in English, 1900---Texts","","English","Originally published: London : Cape, 1975",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009079749","Monograph","Language material ; Text","Volume","GB9450277","","9780586089958","The unlimited dream company","","","","England","London","Flamingo","1992","","220 pages","823.914","","English fiction","","English","",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009079793","Monograph","Language material ; Text","Volume","GB9451576","","9780586089965","The drought","","","","England","London","Flamingo","1993","","188 pages","823.914","","English fiction","","English","",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009376216","Monograph","Language material ; Text","Volume","GB9449332","","9780006545941","The day of creation","","","","England","London","Flamingo","1993","","287 pages","823.914","H.94/2381","English fiction","","English","",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009376321","Monograph","Language material ; Text","Volume","GBA230549","","9780006548195","Running wild","","Modern classics","","England","London","Flamingo","2002","","105 pages, 22 cm","823.914","H.2002/1862","Parricide--Fiction ; Murder--Investigation--Fiction","Fiction ; Suspense fiction","English","",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009379455","Monograph","Language material ; Text","Volume","GBA063200","","9780002258470 ; 9780007109289","Super-Cannes","","","","England","London","Flamingo","2000","","391 pages, 22 cm","823.914","H.2000/2470","Women physicians--France--Riviera--Fiction ; Riviera (France)--Fiction","Fiction","English","",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009379653","Monograph","Language material ; Text","Volume","GBA127870","","9780007115181","The drought","","","","England","London","Flamingo","2001","","232 pages, 18 cm","823.914","H.2001/4975","","","English","Originally published: London: Jonathan Cape, 1965",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009379730","Monograph","Language material ; Text","Volume","GBA1Z1912","","9780007116867","The atrocity exhibition","","Flamingo modern classic","","England","London","Flamingo","2001","Revised, expanded, annotated edition","viii, 184 pages, 20 cm","823.914","H.2001/3204","Physicians--Fiction","Fiction","English","Previous edition: 1993",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009380953","Monograph","Language material ; Text","Volume","GBA3Z2483","","9780007162970","High-rise","","Flamingo 70s classics series","","England","London","Flamingo","2003","","198 pages, 18 cm","823.914","H.2003/2429","High-rise apartment buildings--Social aspects--Fiction","Dystopia ; Fiction","English","Originally published: London: Jonathan Cape, 1975",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009666960","Monograph","Language material ; Text","Volume","GB6706505","","","The wind from nowhere","","Penguin Science fiction","","United Kingdom","","Penguin","1967","","186 pages, 18 cm","823.91","","","","English","",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009677818","Monograph","Language material ; Text","Volume","GB6720314","","","The disaster area","","","","United Kingdom","","Cape","1967","","206 pages, 20 cm","823.91","","","","English","",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009681862","Monograph","Language material ; Text","Volume","GB7421645","","9780575018594","The four-dimensional nightmare","","","","England","London","Gollancz","1974","","197 pages, 21 cm","823.91","","Short stories in English, 1900---Texts ; Short stories, English","","English","This collection originally published: 1963",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009681863","Monograph","Language material ; Text","Volume","GB7421646","","9780575018600","The terminal beach","","","","England","London","Gollancz","1974","","221 pages, 21 cm","823.91","","Short stories in English, 1900---Texts ; Short stories, English","","English","This collection originally published: 1964",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009685419","Monograph","Language material ; Text","Volume","GB7521131","","9780586041055","Crash","","","","England","St Albans","Panther","1975","","192 pages, 18 cm","823.91","","Fiction in English, 1900---Texts","","English","Originally published: London : Cape, 1973",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009685420","Monograph","Language material ; Text","Volume","GB7618445","","9780586041062","Concrete island","","","","England","St Albans","Panther","1976","","176 pages, 18 cm","823.91","","Fiction in English, 1900---Texts","","English","Originally published: London : Cape, 1974",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009685432","Monograph","Language material ; Text","Volume","GB7621406","","9780586041611","Vermilion sands","","Panther science fiction","","England","Frogmore","Panther","1975","","208 pages, 18 cm","823.91","","Fiction in English, 1900---Texts","","English","This collection originally published: London : Cape, 1973",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009734921","Monograph","Language material ; Text","Volume","GB9476503","","9780006547006","Empire of the sun","","","","England","London","Flamingo","1994","","351 pages","823.914","","English fiction","","English","",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009734922","Monograph","Language material ; Text","Volume","GB9476532","","9780006547013","The kindness of women","","","","England","London","Flamingo","1994","","348 pages","823.914","","English fiction","","English","",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009747114","Monograph","Language material ; Text","Volume","GB9455303","","9781857990218","The terminal beach","","","","England","London","Phoenix","1993","","220 pages","823.914","","Science fiction, English ; English fiction--Short stories","","English","",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009937948","Monograph","Language material ; Text","Volume","GB6811373","","","The drought","","Penguin science fiction","","United Kingdom","","Penguin","1968","","176 pages, 18 cm","823.91","H.68/216","","","English","Originally published (B65-9466), Cape 1965",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009937949","Monograph","Language material ; Text","Volume","GB6717647","","","The day of forever","","","","United Kingdom","","Panther","1967","","141 pages, 18 cm","823.91","X.907/7840","","","English","",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009938050","Monograph","Language material ; Text","Volume","GB7300403","","9780586035740","The atrocity exhibition","","","","England","London","Panther","1972","","139 pages, 18 cm","823.91","H.73/13","Fiction in English, 1900---Texts","","English","Originally published, London: Cape, 1970",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","009938052","Monograph","Language material ; Text","Volume","GB7128816","","9780586023365","The overloaded man","","Panther science fiction","","England","London","Panther","1971","","158 pages, 18 cm","823.91","H.71/731","Short stories in English, 1900---Texts","","English","Originally published 1967",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","010077516","Monograph","Language material ; Text","Volume","GB8421998","","9780575034839","Empire of the sun","","","","England","London","Gollancz","1984","","278 pages, 1 map, 24 cm","823.914","Nov.52378","Shanghai (China)--Fiction ; Fiction in English--1945---Texts ; World War, 1939-1945--China--Shanghai--Fiction","","English","",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","010077545","Monograph","Language material ; Text","Volume","GB8421441","","9780575035140","The terminal beach","","","","England","London","Gollancz","1985","","220 pages, 22 cm","823.914","Nov.53119","Short stories in English--1945---Texts","","English","",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","010077546","Monograph","Language material ; Text","Volume","GB8423190","","9780575035157","The voices of time","The four-dimensional nightmare","","","England","London","Gollancz","1985","","197 pages, 22 cm","823.914","Nov.53120","Short stories in English--1945---Texts","","English","Originally published: 1963",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","010077749","Monograph","Language material ; Text","Volume","GB8546169","","9780575037700","The day of forever","","","","England","London","Gollancz","1986","","126 pages, 23 cm","823.914","YC.1986.a.4527","Short stories in English--1945---Texts","","English","Originally published: London : Panther, 1967",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","010077750","Monograph","Language material ; Text","Volume","GB8613737","","9780575037717","The Venus hunters","","","","England","London","Gollancz","1986","","142 pages, 23 cm","823.914","YC.1987.a.1341","Fiction in English--1945---Texts","","English","Originally published: London : Granada, 1980",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","010078059","Monograph","Language material ; Text","Volume","GB8732026","","9780575041523","The day of creation","","","","England","London","Gollancz","1987","","256 pages, 24 cm","823.914","Nov.1987/2250","Physicians--Fiction ; Africa, Central--Fiction ; Fiction in English--1945---Texts ; Sahara--Fiction","Fiction","English","",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","010316431","Monograph","Language material ; Text","Volume","GB6821433","","","The crystal world","","Panther science fiction","","United Kingdom","","Panther","1968","","175 pages, 18 cm","823.91","","","","English","Originally published (B66-6467), Cape 1966",""
"Ballard, J. G.","1930-2009","person","","Ballard, J. G., 1930-2009 [person]","010365089","Monograph","Language material ; Text","Volume","GB7901514","","9780140024999","The terminal beach","","","","England","Harmondsworth","Penguin","1979","","224 pages, 18 cm","823.91","","Short stories in English, 1900---Texts ; Short stories, English","","English","This collection originally published: London : Gollancz, 1964",""
